provincia,partido,localidad,linkIndec,otros,"0,256Mbps","0,5Mbps","0,512Mbps","0,75Mbps",1Mbps,"1,5Mbps",2Mbps,"2,2Mbps","2,5Mbps",3Mbps,"3,3Mbps","3,5Mbps",4Mbps,"4,5Mbps",5Mbps,6Mbps,"6,4Mbps",7Mbps,"7,5Mbps",8Mbps,9Mbps,10Mbps,"10,1Mbps","10,2Mbps",11Mbps,12Mbps,"12,3Mbps",13Mbps,14Mbps,15Mbps,16Mbps,17Mbps,18Mbps,20Mbps,"20,5Mbps",21Mbps,22Mbps,23Mbps,24Mbps,25Mbps,"25,1Mbps","25,5Mbps",26Mbps,27Mbps,30Mbps,31Mbps,32Mbps,35Mbps,36Mbps,40Mbps,41Mbps,45Mbps,48Mbps,49Mbps,50Mbps,"50,1Mbps","50,25Mbps",51Mbps,55Mbps,59Mbps,60Mbps,61Mbps,65Mbps,66Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,98Mbps,100Mbps,"100,1Mbps","100,25Mbps",105Mbps,110Mbps,120Mbps,122Mbps,125Mbps,130Mbps,140Mbps,150Mbps,155Mbps,160Mbps,164Mbps,165Mbps,180Mbps,200Mbps,205Mbps,212Mbps,220Mbps,225Mbps,240Mbps,246Mbps,250Mbps,256Mbps,275Mbps,300Mbps,320Mbps,325Mbps,330Mbps,350Mbps,400Mbps,450Mbps,480Mbps,500Mbps,512Mbps,520Mbps,540Mbps,600Mbps,680Mbps,700Mbps,800Mbps,850Mbps,900Mbps,999Mbps,1000Mbps,1024Mbps,4000Mbps,10000Mbps,totalAccesos
BUENOS AIRES,Ayacucho,Solanet,6042030.0,,,,,,17.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
BUENOS AIRES,Ayacucho,Udaquiola,6042040.0,,,,1.0,,31.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
BUENOS AIRES,Azul,Azul,6049020.0,14.0,,9.0,,55.0,171.0,,819.0,,,,,754.0,,,121.0,2.0,,,,951.0,,130.0,,,,,,,,683.0,,,,9.0,,,,,,,,,,,14.0,,,,,2.0,,,,,1234.0,,,1.0,,,,,,,,,,,,,,8122.0,,,,,,,,,,,,,,,,,,,,,,,,,,5359.0,,,,,,,,209.0,,,,,,,,,,,28.0,,,,18687.0
BUENOS AIRES,Azul,Cacharí,6049030.0,,,,,,,,458.0,,,,,,,,56.0,5.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0
BUENOS AIRES,Azul,Chillar,6049040.0,,,,1.0,,,,8.0,,,,,,545.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010.0,33.0,2.0,19.0,1.0,184.0,152.0,,83.0,,,323.0,,1714.0,200.0,,362.0,427.0,,7.0,,2856.0,1.0,423.0,,,3.0,96.0,,2.0,3.0,1263.0,3.0,2.0,,27.0,,1.0,,,,75.0,,,,,1602.0,,,,,,,,,,3642.0,,,,,59.0,,,,,2.0,,,,,,,59694.0,,,,,,,,,,25352.0,,,,,,,,,,,,,,,,25197.0,,,,,,,,1520.0,,,,,,,,,,,147.0,,,,125477.0
BUENOS AIRES,Bahía Blanca,Cabildo,6056020.0,6.0,,,,,,,,,,,,,9.0,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),6056030.0,,,,,2.0,,,,,,,,24.0,,,,11.0,,,,48.0,,3.0,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,,,,26.0,,,,,,,,,,,2.0,,,,2057.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
BUENOS AIRES,Balcarce,Balcarce,6063010.0,9.0,,,,24.0,,,98.0,,,,,310.0,,,,327.0,,,,795.0,,253.0,,,,1.0,,,,611.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,836.0,,,,,,,,,,,,,,,,,7503.0,,,,,,,,,,,,,,,,,,,,,,,,,,3395.0,,,,,,,,137.0,,,,,,,,,,,28.0,,,,14351.0
BUENOS AIRES,Balcarce,Los Pinos,6063020.0,5.0,,,,,,,5.0,,,,,,,,,17.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
BUENOS AIRES,Balcarce,Napaleofú,6063030.0,,,,,,38.0,,,,,23.0,,,,,,56.0,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0
BUENOS AIRES,Balcarce,Ramos Otero,6063040.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
BUENOS AIRES,Balcarce,San Agustín,6063050.0,24.0,,,,,,,8.0,,,,,,,,,25.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060.0,,,,,,,,1.0,,,,,,,,,18.0,,,,1.0,,15.0,,,,,,,,4.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
BUENOS AIRES,Baradero,Baradero,6070010.0,1.0,,1.0,,,35.0,,,,,924.0,,,1.0,,1.0,345.0,,,,1.0,,482.0,,,,,,,,47.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,4040.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,3006.0,,,,,,,,54.0,,,,,,,,,,,19.0,,,,9410.0
BUENOS AIRES,Baradero,Irineo Portela,6070020.0,,,,,,,,,,,76.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
BUENOS AIRES,Baradero,Santa Coloma,6070030.0,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040.0,,,,,,,,,,,153.0,,,,,,55.0,,,,,,123.0,,,,14.0,,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0
BUENOS AIRES,Benito Juárez,Barker,6084010.0,1.0,,1.0,,,20.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020.0,4.0,,1.0,,,,,,,,,,59.0,,,,,,,,428.0,,59.0,,,,1.0,,,,914.0,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.0
BUENOS AIRES,Benito Juárez,López,6084030.0,,,,,,,,,,,12.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050.0,,,1.0,,,50.0,,43.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0
BUENOS AIRES,Berazategui,Berazategui,6091010.0,16.0,,11.0,,22.0,24.0,,2.0,,,4.0,,75.0,34.0,,5.0,5.0,,,,108.0,,361.0,,,,,,,,1422.0,,,,21.0,,,,,,2.0,,,,,6357.0,,,,,,,,,,12259.0,,,,,,533.0,,,,,9.0,,,,,,6992.0,,,,,,,,,,4207.0,,,,,,,,,,,,,,,,8723.0,,,,,,,,1187.0,,,,190.0,,,,,,,1224.0,,,,43793.0
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010.0,,,11.0,,3.0,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,11065.0,,,,,,8.0,,,,,,,,,,,3552.0,,,,,,,,,,49.0,,,,,,,,,,,,,,,,880.0,,,,,,,,14.0,,,,181.0,,,,,,,16.0,,,,15802.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010.0,,,,,,,,,,,,,2.0,,,3.0,,,,,7.0,,23.0,,,,,,,,8.0,,,,,,,,,,1.0,,,,,190.0,,,,,,,,,,1094.0,,,,,,56.0,,,,,1.0,,,,,,394.0,,,,,,,,,,473.0,,,,,,19.0,,,,,,,,,,729.0,,,,,,,,95.0,,,,23.0,,,,,,,127.0,,,,3245.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010.0,,,,,,2000.0,,5.0,,,3.0,,,2.0,,4.0,,,,,,,33.0,,,,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,86.0,,,,,1.0,,,,,,12.0,,,,,,,,,,944.0,,,,,,58.0,,,,,,,,,,632.0,,,,,,,,93.0,,,,,,,,,,,195.0,,,,4097.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010.0,2.0,,,,4.0,,,1.0,,,,,23.0,,,3.0,2.0,,,,31.0,,116.0,,,,,,,,20.0,,,,12.0,,,,,,27.0,,,,,2355.0,,,,,,,,,,5029.0,,,,,,185.0,,,,,6.0,,,,,,2201.0,,,,,,,,,,1366.0,,,,,,11.0,,,,,,,,,,3033.0,,,,,,,,603.0,,,,100.0,,,,,,,448.0,,,,15578.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010.0,,,,,10.0,7.0,,8.0,,,48.0,,77.0,,,,26.0,,,,97.0,,19.0,,,,,,,,318.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,2147.0,,,,,,50.0,,,,,2.0,,,,,,952.0,,,,,,,,,,419.0,,,,,,,,,,,,,,,,1170.0,,,,,,,,193.0,,,,34.0,,,,,,,137.0,,,,5717.0
BUENOS AIRES,Berazategui,Pereyra,6091010.0,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,310.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,98.0,,,,,,,,14.0,,,,,,,,,,,3.0,,,,566.0
BUENOS AIRES,Berazategui,Plátanos,6091010.0,3.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,37.0,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,1572.0,,,,,,50.0,,,,,,,,,,,498.0,,,,,,,,,,673.0,,,,,,,,,,,,,,,,859.0,,,,,,,,145.0,,,,30.0,,,,,,,221.0,,,,4098.0
BUENOS AIRES,Berazategui,Ranelagh,6091010.0,,,1.0,,7.0,3.0,,,,,,,20.0,,,1.0,,,,,2.0,,48.0,,,,,,,,8.0,,,,4.0,,,,,,,,,,,5755.0,,,,,,,,,,1169.0,,,,,,92.0,,,,,2.0,,,,,,692.0,,,,,,,,,,805.0,,,,,,35.0,,,,,,,,,,1367.0,,,,,,,,216.0,,,,23.0,,,,,,,197.0,,,,10447.0
BUENOS AIRES,Berazategui,Villa España,6091010.0,,,1.0,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1492.0,,,,,,43.0,,,,,1.0,,,,,,646.0,,,,,,,,,,330.0,,,,,,,,,,,,,,,,701.0,,,,,,,,76.0,,,,19.0,,,,,,,81.0,,,,3442.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010.0,170.0,,,,,,,,,,,,,,,,28.0,,,,9.0,,3.0,,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0
BUENOS AIRES,Berisso,Berisso,6098010.0,4.0,,8.0,,131.0,3.0,,,,,4.0,,1565.0,,,3.0,242.0,,,,1351.0,,10.0,,,,86.0,,,,1150.0,,,,1.0,,,,,,6704.0,,,,,14.0,,,,,,,,,,1482.0,,,,,,207.0,,,,,,,,,,,5750.0,,,,,,,,,,629.0,,,,,,,,,,,,,7.0,,,5744.0,,,,,,,,608.0,,,,,,,,,,,740.0,,,,26443.0
BUENOS AIRES,Berisso,Villa Arguello,6098010.0,172.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0
BUENOS AIRES,Berisso,Villa Nueva,6098010.0,172.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0
BUENOS AIRES,Berisso,Villa Progreso,6098010.0,167.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,,116.0,,,,15.0,,,,,,,,,,,21.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0
BUENOS AIRES,Bolívar,Hale,6105010.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
BUENOS AIRES,Bolívar,Juan F. Ibarra,6105020.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
BUENOS AIRES,Bolívar,Otros,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
BUENOS AIRES,Bolívar,Pirovano,6105050.0,50.0,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060.0,,,,,13.0,,,,,,,,347.0,1.0,,2.0,,,,,403.0,,20.0,,,,,,,,462.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,,,3683.0,,,,,,,,,,,,,,,,,,,,,,,,,,1127.0,,,,,,,,19.0,,,,,,,,,,,11.0,,,,6462.0
BUENOS AIRES,Bolívar,Urdampilleta,6105070.0,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
BUENOS AIRES,Bragado,Bragado,6112010.0,,,,,15.0,1.0,,93.0,,,125.0,,141.0,,,,,,,,232.0,,8.0,,,,,,,,293.0,,,,1.0,,,,,,50.0,,,,,4.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,1034.0,,,,,,,,69.0,,,,,,,,,,,11.0,,,,4285.0
BUENOS AIRES,Bragado,Comodoro Py,6112020.0,,,,,,,,,,,154.0,,,,,,44.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0
BUENOS AIRES,Bragado,General O'Brien,6112030.0,,,,,,,,321.0,,,,,,83.0,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
BUENOS AIRES,Bragado,Irala,6112040.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070.0,,,,,,,,,,,10.0,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
BUENOS AIRES,Bragado,Olascoaga,6112080.0,,,,,,,,,,,21.0,,,,,,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0
BUENOS AIRES,Bragado,Warnes,6112090.0,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,3.0,,,,7.0,5.0,,15.0,,,4.0,,311.0,1.0,,210.0,,,,,602.0,,1038.0,,,,,,124.0,,1045.0,,,,126.0,,,,19.0,,,,,,,661.0,,,,,1385.0,,,,,618.0,,,,,,,,,,114.0,,,16.0,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,15.0,,,,,,,,,,,3.0,,,,6818.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,,,,,,13.0,,23.0,,,122.0,,,,,414.0,,,,,72.0,,171.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,288.0
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
BUENOS AIRES,Campana,Campana,6126030.0,237.0,,1.0,1.0,,60.0,,1.0,,,99.0,,,,,7.0,135.0,,,,1.0,,708.0,,,,,,,,80.0,,,,109.0,,,,,,1465.0,,,,,31.0,,,,,,,,,,1373.0,,,,,,156.0,,,,2.0,,,,,,,12594.0,,,,,126.0,,,,,1662.0,,,,,,2036.0,,,,,,,160.0,,,8899.0,,,,,,,,841.0,,,,27.0,,,,,,,354.0,,,,31165.0
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035.0,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,26.0,,,,,,,,2.0,,,,,,,,,,,3.0,,,,56.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,1.0,,,,16.0,,,,,,,,106.0,,,,,,,,36.0,,40.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,4.0,,,,,1.0,,,,,,324.0,,,,,,,,,,82.0,,,,,,,,,,,,,,,,327.0,,,,,,,,26.0,,,,,,,,,,,61.0,,,,1141.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030.0,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,1.0,,,1.0,19.0,,,,,,1.0,,302.0,,,2.0,,,,,310.0,,528.0,,,,,,,,611.0,,,,1430.0,,,,,,,,,,,17.0,1.0,,,,,,,,,1167.0,,,,,,1.0,,,,,,,,,,,2631.0,,,,,,,,,,26.0,,,,,,,,,,,,,,,,2085.0,,,,,,,,85.0,,,,,,,,,,,23.0,,,,9241.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,,,,,,,,,,,,,,,,10.0,100.0,,,,,,228.0,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,28.0,,,,,,79.0,,,,,2.0,,,,,,27.0,,,,,,,,,,932.0,,,,,,48.0,,,,,,,,,,980.0,,,,,,,,184.0,,,,,,,,,,,185.0,,,,2807.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,,,2.0,,,,,,,,,,,,,,115.0,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,,,,,,,,,,,,,,,,80.0,12.0,,12.0,,17.0,,618.0,,,,,,,,56.0,,,,40.0,,,,,,,,,,,4.0,,,,,1.0,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,,,,,7.0,,,,,,,,55.0,,,,,,,,29.0,,25.0,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,,,,,,,,,,,89.0,,20.0,,,,,,,,70.0,,252.0,,,,,,,,127.0,,,,1.0,,,,,,80.0,,,,,1.0,,,,,,,,,,878.0,,,,,,,,,,,,,,,,,2579.0,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,14.0,,,,,,,,,,,1.0,,,,4600.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,,,,,,5.0,,,,,,,,,,,18.0,,,,19.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,,,1.0,,5.0,65.0,,,,,,,157.0,,,,1133.0,,,,1263.0,,,,,,509.0,,,,765.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,1057.0,,,,,,,,,,,,,,,,,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,,,,,,,,44.0,,,,48.0,,,,,,,2.0,,,,6957.0
